neuron,selectivity,g_color,g_shape,ratio_shape_over_color,log2_ratio
0,-0.6109667722977403,1.002465315371917,1.1029778916133615,1.1002653904330384,0.13785155218792736
1,-0.17715164387526738,0.9826509215729566,1.0551119242435008,1.0737403294289698,0.1026451378850938
2,-0.422639853941672,0.9923104449376625,0.9410941041380835,0.9483867764762419,-0.07645254767810031
3,0.2534816803483868,1.0401971433739652,0.9849117185603996,0.946851012651131,-0.07879065992145838
4,-0.6165304540309574,1.0000238355288125,1.0747952698052092,1.074769652102125,0.10402749015938183
5,-0.8703635370910054,0.9910648382671738,0.9399558748206314,0.9484302525192476,-0.07638641302125784
6,-0.2235829934505227,0.9861160333714053,1.020744358633272,1.0351158728688772,0.04979227483216704
7,0.20175955405651663,0.9359801465166414,1.0203804343351663,1.090173160330954,0.12455730721275514
8,-0.5773910124043603,1.0481596147531285,0.846934735075145,0.8080207662597402,-0.3075357239462313
9,-0.3810319989098192,1.01186133397034,1.0089889970752797,0.997161333476607,-0.004101153777854893
10,-0.09545245469953298,1.0341465662863925,1.0853466664557123,1.0495095200607099,0.06971525332095065
11,-0.5686392029468115,1.014380607687198,0.9902153637166463,0.9761773403519365,-0.03478483152014592
12,-0.7789330938871809,1.0202081949611632,0.9341162464580793,0.9156133533055212,-0.12718959157526596
13,-0.06567084425154218,1.0257728316465564,0.9378697136812256,0.9143054726608968,-0.12925183959915354
14,-0.4407950528507417,1.0071115389653489,1.0003690810491876,0.9933051527509243,-0.009691099459760646
15,-0.2684727157089559,1.0259099114089414,0.9565597196616321,0.9324012849705301,-0.10097710219735914
16,0.19852277294690499,1.021689957997411,0.9630238581914172,0.9425793516450661,-0.08531401718946349
17,-0.15922516140552412,0.9935096681735325,0.93390047575251,0.9400013967347213,-0.08926519441542909
18,-0.5518187622978417,1.003764863221526,0.981204984393452,0.9775247374612747,-0.032794882839618664
19,-0.32648879292176397,1.0024796744899953,1.0496212417777953,1.0470249606923312,0.066295836001099
20,-0.36570400627602456,1.0068856914754651,0.877391838120545,0.8713917036947515,-0.1986067171121525
21,-0.26257360795638085,0.9606073716015238,0.9509205827579414,0.9899159749030216,-0.01462202195301922
22,-0.3417044015209092,1.0007103296876048,0.9728269614437693,0.9721364240813701,-0.040769307255048515
23,0.4315237935975359,0.9965139375831675,1.0000000659857142,1.0034983237775863,0.005038206855205296
24,0.048910908113255935,0.9489063556978702,1.0231197127604605,1.0782093581910221,0.10863733643752782
25,-0.20399244677121758,0.9503419924075253,1.0078550643816186,1.0605182896615288,0.08476950175150087
26,-0.5000758661604674,1.0174158586910012,0.9351210521270867,0.9191138944209957,-0.12168444693651628
27,-0.13518711128164507,1.0184382369390803,1.0084307960555798,0.9901737380623413,-0.014246409038775968
28,-0.001656909186303901,0.9717106302807,0.9887038277517023,1.0174879196969122,0.025011665944282627
29,-0.18933391005369907,0.9984918936744669,0.9105391297587729,0.9119143936242304,-0.13302969778967186
30,-0.3044714221271929,0.9933090738169381,0.9871921713293111,0.9938418940802426,-0.008911736831198185
31,0.025739845277034046,1.0002488571020829,1.1006971773721599,1.1004233292112875,0.1380586305361747
32,-0.5756736493004333,1.0110659026151088,0.9284506226287016,0.9182889267923662,-0.1229799459669433
33,-0.06651023554589752,1.0129614052020874,0.9621195904310139,0.9498087345579762,-0.07429107142902017
34,-0.07319988426985863,1.0933188711424844,0.9768565376426964,0.8934781639888992,-0.16249562369544515
35,0.016372572786130912,1.05101176228166,1.0442566050369715,0.9935727101378797,-0.009302546418975573
36,0.11742762606665408,1.0107251287824188,0.99134676708642,0.9808272683203948,-0.027929006433962386
37,-0.12592315157419756,0.9937482872994758,1.0328082225996746,1.0393056630128195,0.05562001772609665
38,-0.4610165988112527,0.9931645111978563,0.983431682271057,0.9902001845444007,-0.014207876711034437
39,0.15921804464747896,0.9803020745769132,0.9561164064551428,0.9753283515877655,-0.0360401001695486
40,0.48687661260316245,1.0287467556604275,1.000000028940831,0.9720565566195989,-0.04088783910063623
41,-0.05574940909386594,0.9724538309743538,0.9687738178976685,0.9962157452009888,-0.005469881885420834
42,-0.5442442397847336,0.9937613996291631,1.0985183915330443,1.1054146316639664,0.14458761381935276
43,-0.6687316292816969,1.0150777463673448,0.8533724532910504,0.8406966425430669,-0.25034278340883476
44,-0.21855880571791553,0.9703318641715567,1.0119202384909538,1.0428599491111852,0.06054542411907844
45,-0.25081930248759127,1.0302074787270379,1.0377927293559512,1.0073628378608537,0.01058341531981443
46,-0.7798914096650739,1.0049360917959016,1.059134337708748,1.0539320324498804,0.07578183129273994
47,-0.16288970039213763,1.0030948571188074,0.9546608733556684,0.9517154500201428,-0.07139780308574675
48,-0.37058959033354805,0.9792704735883483,1.0210998818239747,1.0427148672034479,0.06034470348559588
49,0.21986035915599256,0.8674710784352226,1.0084839994720214,1.1625563370838838,0.21730063042468803
50,-0.31511286061821253,0.9828166780032697,0.9773005254455107,0.9943874044048986,-0.008120072549334072
51,-0.7867303211598146,1.008076990834005,0.9866044975446753,0.9786995502480977,-0.031062058238745624
52,-0.39232086421495416,0.9524365828256277,1.011187198996952,1.061684543864291,0.08635516481587856
53,0.09736302071324114,1.0568519249213464,0.9811739858195487,0.9283930536367635,-0.1071923666053165
54,-0.21728837916717764,0.9806432554693167,0.9246497382974123,0.9429012366530273,-0.08482142987552818
55,-0.2972500684234935,1.0014361829670395,0.9287486015041676,0.9274166614916571,-0.10871044922359319
56,-0.5947687983358907,1.0279956701874837,0.9704400104233863,0.9440117683048757,-0.08312325016332131
57,0.29017063028282486,1.011393972751143,1.005208203931514,0.9938839176559491,-0.008850735254498586
58,0.0007798588271164947,0.9905939447290717,0.9947287194356712,1.0041740359191538,0.006009328052155983
59,0.23078915059647126,1.0027761023239177,1.0060189090523293,1.0032338292874083,0.004657902098589887
60,-0.19218252477513895,1.0103984473158307,0.8793197623857,0.8702703024948053,-0.20046452898130654
61,-0.045895819312742336,0.9946136715356894,0.8866066128063815,0.8914080292477423,-0.16584213898084924
62,-0.023616060325105312,0.9376646933093908,0.9969129160659417,1.063187004031662,0.0883953749132716
63,0.15641671023946874,0.945108590807437,1.0180378556098113,1.0771649580922669,0.10723920252666062
64,-0.07423722811569117,0.9863012670552542,0.9876804315371394,1.0013983196898868,0.0020159397463074113
65,0.28333958034605633,1.063266618973976,0.9701451043159192,0.912419412971105,-0.1322309526003147
66,0.6544282462247406,0.9553058294454785,1.0428986521853414,1.0916908701275443,0.1265643917236479
67,-0.007920003010632143,1.0134815811783877,1.0438463793229185,1.0299608781337646,0.04258953935575971
68,0.21689787308174746,0.9919741659713547,0.9972809516403179,1.0053497216469962,0.007697445603732675
69,0.5916167840152424,0.9443675733747612,1.008794120361758,1.068221896646341,0.09521136232463132
70,0.4255921009024219,0.8806409567833475,1.009934660405642,1.1468177270500903,0.19763611046679097
71,-0.12831667726623155,1.0103912397855184,0.9624607199901538,0.9525624155198616,-0.07011446830679106
72,-0.06840656143666252,0.9682305990573045,0.9638962543769223,0.9955234376143475,-0.00647281316363111
73,0.9449707728401285,0.9046855221273544,0.999999994941022,1.1053564697149476,0.14451170369425223
74,0.17644075896414135,1.008710497468541,0.9784845403103953,0.9700350524417354,-0.04389121452556338
75,0.18685798532461634,1.0439451786190792,0.9334595698619669,0.8941653153634409,-0.16138651000396548
76,0.10033065784728801,0.9812727218432533,0.9997272457388985,1.0188067226213735,0.026880384415085622
77,0.6967640796821157,0.9665941588783332,1.0146333705890773,1.0496994641126745,0.06997633389428046
78,0.24455076112183988,0.9670872406016184,0.9542280643160387,0.9867031889723136,-0.019311923271589936
79,0.7786808020231121,0.9525768875287902,0.9999999905229808,1.0497840159833896,0.0700925363467417
80,-0.16305528133809277,1.0327620742890566,0.903281930416548,0.8746273250191567,-0.19325967323039672
81,0.0013613412564081606,1.0202677208668853,1.0270543294227854,1.0066517918945108,0.009564731029291377
82,-0.16356302499670558,0.9721560085879951,0.9459393479000503,0.9730324552270204,-0.0394401683864425
83,0.19817745560235395,0.9278392365881291,1.0360723678130428,1.1166507374949937,0.15917801475890428
84,0.09839309644869186,0.9785013690538582,1.0000000347290916,1.0219710123614842,0.03135427561464072
85,0.2593834939259316,0.9940124290604956,1.0063349903986065,1.0123967879855844,0.017774835353984973
86,0.47012739166038553,0.9183521693666034,0.9943989987043773,1.0828079160417745,0.11477733975866726
87,-0.03143458964224066,0.9917706329319481,0.9999148216402982,1.0082117663478958,0.011798696548491684
88,0.06175343509115483,1.005187921488855,0.9577753871224857,0.9528321686395751,-0.06970597392572128
89,0.09533810896113804,1.03169753040029,1.0199208245568177,0.9885851177341758,-0.016562906731253612
90,0.5186914107611154,0.995596084694771,1.0000000097116717,1.004423405319283,0.00636755214562352
91,0.544289341433892,0.916615006543145,1.0379888815492242,1.1324153261069634,0.1794031799204862
92,-0.19900831918364253,0.9940906167228335,0.9518016963074065,0.9574596926034811,-0.06271634153654149
93,0.5370501017683673,1.1019468560945371,1.000000012884627,0.9074847914434527,-0.14005462973265578
94,0.6960479305106413,0.8567055289224459,1.0063463214958286,1.1746700441649123,0.23225557168668604
95,0.40188833981267613,0.8863777759453114,0.983172842290053,1.109202948191477,0.14952335608755066
96,-0.2374072093338015,0.9752192636676323,0.9462227888537298,0.9702667124264731,-0.043546716861547395
97,0.4340438733870149,1.0522439591037962,1.0358947224056856,0.9844625036269917,-0.02259183732486331
98,0.8062332300624206,0.8640291363514659,0.9991722617072608,1.156410379777593,0.20965346341432853
99,0.2796516633160229,0.9725947602486922,0.9893310145905961,1.017207839303604,0.0246144855842796
100,0.20611595498050236,0.9684282546569946,0.9741065671602699,1.0058634312619066,0.008434439918764351
101,0.16114205110403274,1.0125439522368325,0.9597672116679256,0.9478770867652069,-0.07722810096523998
102,0.17768272333478796,1.0019516023864563,1.021971011009848,1.0199804147981693,0.02854145048615453
103,0.8146871224803947,1.0340290013389297,1.012250402007054,0.9789381155618901,-0.030710433417818626
104,-0.026257191143805914,0.9922568090669999,0.9101726984511446,0.9172753365200339,-0.12457324546317182
105,0.7590281959174221,0.8051260516144926,0.9929620505156485,1.2333001130993853,0.3025239100375292
106,0.042955866779022356,1.0182542677845252,1.0218632095681448,1.0035442442008795,0.005104223558616749
107,0.14852140663361263,0.9527565887972922,0.9979359711158592,1.0474196482603721,0.06683957327772069
108,0.837264021859334,0.8827965410318258,1.0005340980749025,1.1333688472604684,0.18061745296283824
109,0.7767264870934139,0.9369484249555281,0.9997177823739006,1.0669933965909435,0.09355124763845958
110,-0.3937216323815712,1.0145098344977852,0.9631504020623141,0.949375126106249,-0.07494984363830508
111,0.08396445184542234,1.132181190224215,1.0071582030828983,0.889573340185552,-0.16881454261554074
112,-0.3855909167247176,1.0126642736684313,0.9460555962830276,0.9342243237790503,-0.09815908676640814
113,0.4594758724987823,0.9324034544282735,0.9868720414668655,1.0584174015870975,0.08190868647320805
114,0.598657360167899,1.0779045790910995,0.9775737461452807,0.9069204873122203,-0.14095202438583956
115,0.023071468961382735,1.0495281984510962,1.0049347454008777,0.9575109529062797,-0.06263910485948518
116,0.027154816279841676,0.9072560542838793,1.0134423292501338,1.1170411312933626,0.15968230920569468
117,-0.13557555152751566,1.0184449900164658,0.9122115618439145,0.8956905584358271,-0.1589276962172979
118,-0.3026834957723041,1.0150698094289536,0.8550597291822704,0.8423654424944996,-0.24748184295446732
119,-0.16249602516934644,1.022274300462936,0.9413591338997391,0.920847891288595,-0.11896522804639906
